alpha,alpha3,average_cost,batch_size,critic1 error,critic2 error,entropy,eplenmean,eplrewmean,eprewmean,lr_a,lr_c,lr_l,lyapunov error,lyapunov_lambda,policy_loss,target_entropy,tau,total_timesteps
0.9286607,0.5,6.862786707043152,256,81.894775,85.128525,-0.17154774,10.2,0.0,70.00042441184014,9.979550000000001e-05,0.00029938649999999996,0.00029938649999999996,3.5061424,1.0,4.110611,-1,0.005,2048
0.8458408,,6.708814845718006,,78.575096,81.17397,-0.026241306,11.4,0.0,76.48048924118527,9.95912e-05,0.0002987736,0.0002987736,0.38078135,1.0,4.949868,,,4096
