alpha,alpha3,average_cost,batch_size,critic1 error,critic2 error,entropy,eplenmean,eplrewmean,eprewmean,lr_a,lr_c,lr_l,lyapunov error,lyapunov_lambda,policy_loss,target_entropy,tau,total_timesteps
0.9251331,0.5,-0.002286946606279078,256,14.370787,14.556238,4.0791354,200.0,0.0,-0.4573893212558156,9.998002e-05,0.00029994006,0.00029994006,0.0002315465,0.93795955,-3.7998166,-6,0.005,2048
0.8370593,,-0.007053696006559262,,11.873,11.937757,4.056772,200.0,0.0,-1.4107392013118523,9.996002000000001e-05,0.00029988006,0.00029988006,6.333333e-05,0.8640564,-3.422451,,,4096
