alpha,alpha3,average_cost,batch_size,critic1 error,critic2 error,entropy,eplenmean,eplrewmean,eprewmean,lr_a,lr_c,lr_l,lyapunov error,lyapunov_lambda,policy_loss,target_entropy,tau,total_timesteps
1.0142695,0.5,84.23792411287626,256,71877.36,71874.03,-2.8585823,12.0,0.0,1010.855089354515,9.95926e-05,0.00029877779999999996,0.00029877779999999996,43810.66,1.0,32.81149,-1,0.005,2048
