advantage_lam,alpha3,approxkl,clipfrac,cliprange,ent_coef,eplenmean,eplrewmean,eprewmean,explained_variance_l,explained_variance_v,fps,gamma,lf_coef,lr_a,lyapunov_lambda,lyapunov_loss,max_grad_norm,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss,vf_coef,violation_times
,1.5558398923873238e-07,0.007199229,0.07514648,,,65.0,95.62371585000001,5.60586145,0.08377307653427124,0.09089493751525879,1110,,,,0.28011405,0.6818211,,59,3.1659322,-0.026240632,120832,109.93273997306824,120832,0.9715869,,26.41
,1.571398291311197e-07,0.0066673867,0.07495117,,,65.0,91.14785443000001,3.5995444699999997,0.09363490343093872,0.03763812780380249,1123,,,,0.2765362,0.32349136,,60,3.154623,-0.024116706,122880,111.75558996200562,122880,0.18639217,,26.39
,1.587112274224309e-07,0.005173077,0.055566408,,,65.0,95.36750156,4.486737889999999,0.07250428199768066,0.08712458610534668,1114,,,,0.27319092,1.1836622,,61,3.14751,0.0044364883,124928,113.5934100151062,124928,0.44206017,,25.05
,1.602983396966552e-07,0.008333664,0.10185547,,,65.0,97.04687027000001,4.27074139,0.07576876878738403,0.0396309494972229,1116,,,,0.27059588,1.2806987,,62,3.1304212,-0.036839914,126976,115.42900013923645,126976,0.4535032,,25.12
,1.6190132309362175e-07,0.0076834843,0.07167969,,,65.0,105.66539055999999,3.650349,0.06732726097106934,0.030143320560455322,1117,,,,0.26480123,2.5902991,,63,3.1156218,-0.070797876,129024,117.26285195350647,129024,0.4110579,,25.95
,1.6352033632455798e-07,0.010436123,0.09262695,,,65.0,119.18826908000001,3.8260046399999994,0.07968872785568237,0.05130875110626221,1100,,,,0.2571433,2.0353723,,64,3.1065147,-0.1019071,131072,119.12472581863403,131072,0.6789149,,26.83
,1.6515553968780356e-07,0.013064526,0.12084961,,,65.0,138.92178562,1.6598457400000002,0.06655097007751465,-0.11624813079833984,1112,,,,0.24607761,4.148258,,65,3.0961843,-0.12880515,133120,120.96568298339844,133120,1.6564658,,26.98
,1.668070950846816e-07,0.003876596,0.038134765,,,65.0,118.20870570999999,2.0667661499999994,0.09086179733276367,0.11294716596603394,1111,,,,0.23895216,0.21922076,,66,3.089478,-0.0041428963,135168,122.80793523788452,135168,0.19991286,,25.31
,1.6847516603552842e-07,0.0058694873,0.06938477,,,65.0,101.99856388999999,5.24406536,0.09390240907669067,0.1165425181388855,1081,,,,0.23810634,0.2656241,,67,3.0910635,-0.009289746,137216,124.70165014266968,137216,0.5232324,,23.38
,1.701599176958837e-07,0.01401308,0.15361328,,,65.0,71.69627022,6.562699900000001,0.0918537974357605,0.12727659940719604,1105,,,,0.2360352,0.31246608,,68,3.0999825,-0.026474347,139264,126.55515003204346,139264,0.4278102,,21.12
,1.7186151687284254e-07,0.00688093,0.060302734,,,65.0,68.58170261,7.172269930000002,0.0872870683670044,-0.0858607292175293,949,,,,0.23112893,0.44458833,,69,3.106426,-0.060742877,141312,128.71255683898926,141312,0.51437104,,20.15
,1.7358013204157097e-07,0.0047716605,0.047265626,,,65.0,67.7132146,3.50830019,0.08404701948165894,0.15979444980621338,1068,,,,0.2266644,0.38687223,,70,3.1064472,-0.013944676,143360,130.6289529800415,143360,0.22091727,,19.87
,1.7531593336198668e-07,0.007300639,0.09047852,,,65.0,64.15026848000001,4.5500701900000005,0.08778470754623413,0.19742512702941895,1088,,,,0.22543697,0.31408343,,71,3.1012254,-0.011848688,145408,132.5114779472351,145408,0.36487776,,19.5
,1.7706909269560654e-07,0.0058261575,0.059033204,,,65.0,66.91083662999999,5.152018409999999,0.08277696371078491,0.08100193738937378,1082,,,,0.2238299,0.4501513,,72,3.0929704,-0.030429477,147456,134.40301513671875,147456,0.87133914,,21.16
,1.788397836225626e-07,0.01237404,0.09702148,,,65.0,68.74130828999999,3.80248062,0.09229809045791626,0.0157698392868042,1121,,,,0.21816063,0.4377564,,73,3.0959914,-0.1009848,149504,136.22919011116028,149504,0.92419446,,20.45
,1.8062818145878824e-07,0.0037407528,0.0340332,,,65.0,71.34105455999999,6.795366850000001,0.09369856119155884,0.0817137360572815,1094,,,,0.2093505,0.5150682,,74,3.0946422,-0.023762386,151552,138.10097193717957,151552,1.5307502,,20.04
,1.8243446327337611e-07,0.0037484914,0.03276367,,,65.0,67.58498078,4.9837734399999984,0.08957678079605103,0.032113492488861084,1077,,,,0.20791309,0.55728257,,75,3.0782993,-0.006900359,153600,140.00159406661987,153600,0.48340973,,18.88
,1.8425880790610987e-07,0.0092839915,0.12651367,,,65.0,62.416153699999995,6.55956779,0.08648699522018433,0.19326359033584595,1102,,,,0.2063506,0.2849012,,76,3.057001,-0.028209588,155648,141.85949993133545,155648,0.07984792,,19.22
,1.8610139598517095e-07,0.0050883256,0.05229492,,,65.0,59.91540473,5.31272131,0.08640885353088379,0.07960349321365356,1095,,,,0.20370169,0.34701106,,77,3.0330942,-0.02845552,157696,143.73006916046143,157696,0.22304957,,19.8
,1.8796240994502267e-07,0.008181038,0.07895508,,,65.0,56.358191579999996,3.6511341300000004,0.0894092321395874,0.1089181900024414,1116,,,,0.20030184,0.32664475,,78,3.0114303,-0.047817186,159744,145.5643219947815,159744,0.20446393,,20.14
,1.898420340444729e-07,0.004733875,0.043408204,,,65.0,65.63424741,3.66961092,0.09574300050735474,-0.14549148082733154,1100,,,,0.19694176,0.54276663,,79,2.9892156,-0.042205017,161792,147.42497301101685,161792,0.3380158,,21.14
,1.917404543849176e-07,0.008257292,0.10292969,,,65.0,60.99680692000001,3.9159014700000006,0.059984683990478516,0.26817643642425537,1107,,,,0.19407672,0.9060745,,80,2.9767532,-0.030158302,163840,149.2754509449005,163840,0.14647123,,20.13
,1.936578589287668e-07,0.0065387995,0.063769534,,,65.0,68.16062264,6.639910950000001,0.06893050670623779,0.004658341407775879,1101,,,,0.19147171,1.3079779,,81,2.9776077,-0.02797032,165888,151.13590383529663,165888,0.30727667,,18.99
,1.9559443751805448e-07,0.0059585674,0.06943359,,,65.0,59.617591860000005,8.899048800000001,0.09325766563415527,0.21763139963150024,1078,,,,0.18947358,0.3280145,,82,2.9738803,0.004333083,167936,153.03582882881165,167936,0.274085,,18.31
,1.9755038189323502e-07,0.0049499674,0.046826173,,,65.0,65.54304988000001,6.761989069999999,0.06919044256210327,-0.1175771951675415,1112,,,,0.18926191,0.99852467,,83,2.971702,-0.028817141,169984,154.87775087356567,169984,0.21641524,,17.54
,1.9952588571216737e-07,0.004394571,0.047509767,,,65.0,52.40537520000001,7.285289210000001,0.07797449827194214,0.18126648664474487,1105,,,,0.18748277,0.35769886,,84,2.973807,-0.008787587,172032,156.73087286949158,172032,0.2574485,,16.72
,2.0152114456928906e-07,0.006154003,0.06694336,,,65.0,56.745506750000004,8.87856097,0.08359140157699585,0.031853437423706055,1115,,,,0.18636532,0.48192078,,85,2.9663405,-0.026342655,174080,158.56674599647522,174080,0.34252802,,16.63
,2.0353635601498195e-07,0.0052572405,0.055126954,,,65.0,62.46320877,7.63168723,0.06311541795730591,-0.12021088600158691,1108,,,,0.18371508,1.9074919,,86,2.9597995,-0.03739306,176128,160.4152820110321,176128,0.49358994,,16.33
,2.0557171957513177e-07,0.004274218,0.045654297,,,65.0,68.00816668,5.187197090000001,0.08694678544998169,-0.10959470272064209,1118,,,,0.18113115,0.5542488,,87,2.9560723,-0.014843835,178176,162.24621605873108,178176,0.46947908,,17.14
,2.0762743677088307e-07,0.003107915,0.027197266,,,65.0,77.58750380999999,6.496005800000001,0.06287109851837158,0.13964641094207764,1065,,,,0.180163,2.92741,,88,2.9534516,-0.00014186204,180224,164.16939401626587,180224,0.7195346,,16.26
,2.097037111385919e-07,0.0042969673,0.03955078,,,65.0,91.96565555000001,8.85717671,0.06113344430923462,0.020678400993347168,1079,,,,0.1793547,3.323462,,89,2.9284408,-0.029355993,182272,166.06636309623718,182272,0.89826214,,18.4
,2.118007482499778e-07,0.007963514,0.059228517,,,65.0,96.52919576000001,13.311215219999998,0.07971292734146118,0.10631853342056274,1087,,,,0.17661102,0.92605716,,90,2.9069848,-0.05470984,184320,167.95053887367249,184320,0.35883182,,18.42
,2.139187557324776e-07,0.0038682998,0.04140625,,,65.0,76.69387260999999,13.60644376,0.08218550682067871,0.15393966436386108,1126,,,,0.1740098,0.25112098,,91,2.8998446,0.0006544047,186368,169.76900506019592,186368,0.29042467,,17.95
,2.160579432898024e-07,0.0029470827,0.025927734,,,65.0,57.96630493,11.907257180000002,0.07998961210250854,0.26238179206848145,1118,,,,0.17414951,0.36224943,,92,2.9054568,-0.008955243,188416,171.59981107711792,188416,0.2746696,,16.7
,2.182185227227004e-07,0.0058286497,0.05234375,,,65.0,55.39346896,11.83358681,0.07785952091217041,0.23741692304611206,1108,,,,0.17255034,0.49376804,,93,2.8966203,-0.03331724,190464,173.4480118751526,190464,0.33446634,,16.85
,2.2040070794992742e-07,0.0061092954,0.059667967,,,65.0,51.40477086999999,10.67260466,0.08525925874710083,0.08051502704620361,1095,,,,0.1687871,0.48228484,,94,2.8898249,-0.057328116,192512,175.31868410110474,192512,0.40651736,,15.84
,2.226047150294267e-07,0.007339722,0.087695315,,,65.0,62.275539560000006,10.681302910000001,0.07116270065307617,0.06261986494064331,1063,,,,0.16567989,1.3868608,,95,2.8827462,-0.026053026,194560,177.2452199459076,194560,0.31459197,,15.92
,2.2483076217972096e-07,0.010557579,0.103027344,,,65.0,68.18153054,10.23466042,0.03055018186569214,0.11287236213684082,1097,,,,0.16408828,8.552991,,96,2.8571281,-0.021350278,196608,179.11219811439514,196608,0.25511092,,13.7
,2.2707906980151816e-07,0.003785669,0.03569336,,,65.0,67.89924609,8.72013317,0.07652479410171509,-0.02641117572784424,1112,,,,0.16258425,0.48996592,,97,2.8353667,-0.018662069,198656,180.95440101623535,198656,1.3857505,,14.4
,2.2934986049953336e-07,0.0073749176,0.080517575,,,65.0,80.72852886999999,7.213805919999999,0.06763714551925659,0.17086362838745117,1090,,,,0.16148177,2.5594358,,98,2.8121,-0.02739029,200704,182.83320212364197,200704,0.2444292,,16.07
,2.316433591045287e-07,0.0055122776,0.0597168,,,65.0,67.47107086,8.733887869999998,0.08403843641281128,0.1770385503768921,1104,,,,0.16108496,0.38435847,,99,2.7904732,0.0027735655,202752,184.693439245224,202752,0.41191143,,16.93
,2.3395979269557398e-07,0.007032504,0.076855466,,,65.0,74.39672714,8.46024174,0.07725358009338379,0.058921754360198975,1115,,,,0.1604325,1.2660422,,100,2.7759757,-0.046610054,204800,186.52978801727295,204800,0.5472177,,16.49
,2.3629939062252973e-07,0.0076828212,0.072460935,,,65.0,71.10151479,10.04627003,0.09406888484954834,0.044037699699401855,1113,,,,0.15724263,0.52925646,,101,2.770885,-0.06203743,206848,188.36982202529907,206848,0.20859274,,17.57
,2.3866238452875504e-07,0.005443299,0.05546875,,,65.0,64.58140095,8.785331970000001,0.08750981092453003,0.2329522967338562,1108,,,,0.15473673,0.30156693,,102,2.7687104,0.0019002061,208896,190.2173249721527,208896,0.36866474,,16.91
,2.410490083740426e-07,0.010609214,0.08671875,,,65.0,55.443958439999996,7.29319639,0.07814550399780273,0.01287233829498291,1116,,,,0.15328431,0.6591078,,103,2.763967,-0.07649447,210944,192.0525941848755,210944,0.3597072,,15.64
,2.4345949845778305e-07,0.003975554,0.03852539,,,65.0,57.91924859999999,13.287161719999999,0.08731722831726074,0.2875977158546448,1108,,,,0.15048893,0.38456178,,104,2.7526128,0.0014410941,212992,193.90064191818237,212992,0.48113552,,16.29
,2.458940934423609e-07,0.008049714,0.10585938,,,65.0,57.090561969999996,15.566867910000003,0.09205472469329834,0.1991543173789978,1107,,,,0.15076146,0.47773996,,105,2.7352564,0.0007746962,215040,195.7501118183136,215040,0.42785543,,15.82
,2.483530343767845e-07,0.0055770697,0.057519533,,,65.0,66.33546964,17.31187272,0.08354240655899048,-0.0011544227600097656,1039,,,,0.15071703,0.7823323,,106,2.7228262,-0.0012588666,217088,197.7211308479309,217088,0.35037893,,17.93
,2.5083656472055236e-07,0.014631088,0.11811523,,,65.0,74.67646847,17.802219639999997,0.06212139129638672,0.27773553133010864,1100,,,,0.14861548,1.7704499,,107,2.71438,-0.08825371,219136,199.58211016654968,219136,0.4525876,,17.5
,2.533449303677579e-07,0.023915397,0.08276367,,,65.0,87.68936679000004,22.74990167,0.08691024780273438,0.10702347755432129,1100,,,,0.14274868,1.1158626,,108,2.705419,-0.20483668,221184,201.44413304328918,221184,1.5827885,,18.24
,2.558783796714355e-07,0.0067286463,0.071777344,,,65.0,92.23793872999997,23.294566110000005,0.06663447618484497,0.03374665975570679,1116,,,,0.13651654,1.8848871,,109,2.6898286,-0.040189244,223232,203.27819895744324,223232,0.9833838,,18.79
,2.584371634681498e-07,0.005888871,0.059326172,,,65.0,98.15278303,21.991415949999997,0.07649248838424683,0.1733478307723999,1108,,,,0.13576612,1.9376049,,110,2.6631787,-0.02339628,225280,205.12595915794373,225280,0.5277886,,19.32
