approxkl,clipfrac,eplenmean,eplrewmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss,violation_times
0.010743635,0.1581543,112.26666666666667,0.0,-349.0951367333334,-0.7837629318237305,725,1,11.324941,-0.03937862,2048,2.8245491981506348,2048,0.36693823,0.0
