alpha,alpha3,average_cost,batch_size,critic1 error,critic2 error,entropy,eplenmean,eplrewmean,eprewmean,lr_a,lr_c,lr_l,lyapunov error,lyapunov_lambda,policy_loss,target_entropy,tau,total_timesteps
0.9250665,0.5,0.95589525294161,256,37.872086,34.118008,5.4116344,200.0,0.0,191.179050588322,9.995005000000001e-05,0.00029985015,0.00029985015,0.0018044494,1.0,-4.5737076,-8,0.005,2048
0.8369277,,0.9535632573127399,,32.997383,29.579174,5.419867,200.0,0.0,190.712651462548,9.990005e-05,0.00029970014999999996,0.00029970014999999996,0.0009495256,1.0,-4.0578856,,,4096
