alpha,alpha3,batch_size,critic1_error,critic2_error,end_cost,entropy,eplenmean,eplrewmean,eprewmean,labda,lr_a,lr_c,lr_l,lyapunov_error,policy_loss,target_entropy,tau,total_timesteps,violation_times
0.9762207,1.0,256,3044.8281,3031.828,0.0021045493833413555,-1.0014064,62.6,0.383326058169615,-2536.1923045607896,1.0663083,9.966116666666667e-05,0.00029898349999999996,0.00029898349999999996,0.0010501618,194.93033,-1,0.005,2048,0.0
0.9460726,,,5306.448,5288.2705,0.23173200771106472,-0.7244998,194.0,27.209039550582123,-282.47242171903343,1.1548288,9.93525e-05,0.00029805749999999996,0.00029805749999999996,0.00094278465,327.1168,,,4096,46.8
