advantage_lam,alpha3,approxkl,clipfrac,cliprange,ent_coef,eplenmean,eplrewmean,eprewmean,explained_variance_l,explained_variance_v,fps,gamma,lf_coef,lr_a,lyapunov_lambda,lyapunov_loss,max_grad_norm,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss,vf_coef,violation_times
,1.4901316752302368e-08,0.009028881,0.097314455,,,65.0,72.90028183,3.1129486299999996,0.08225893974304199,0.13496220111846924,1006,,,,0.55436146,0.5317869,,27,3.0507455,-0.018461807,55296,56.94459295272827,55296,0.20400865,,20.72
,1.5050329919825392e-08,0.009964625,0.11655273,,,65.0,68.28425425,1.9000362100000001,0.09339022636413574,0.09911257028579712,1076,,,,0.5423649,0.21433619,,28,3.0427194,-0.022573275,57344,58.84737420082092,57344,0.15764184,,18.77
,1.5200833219023647e-08,0.006542077,0.0640625,,,65.0,68.08925767,3.5128730999999993,0.0855376124382019,-0.09781742095947266,1106,,,,0.5297736,0.36071202,,29,3.0175414,-0.019889796,59392,60.69884896278381,59392,0.41048756,,19.53
,1.5352841551213884e-08,0.00882691,0.078271486,,,65.0,67.08417770999999,4.967118939999999,0.06452351808547974,0.08514457941055298,1109,,,,0.5211086,1.2858589,,30,3.0073664,-0.018575963,61440,62.54464387893677,61440,0.5975073,,18.43
,1.5506369966726023e-08,0.006399215,0.078466795,,,65.0,65.48306723,5.490625560000001,0.07882708311080933,0.11528658866882324,1084,,,,0.5133517,0.42748982,,31,3.029818,-0.012003408,63488,64.43309688568115,63488,0.46533623,,19.33
,1.5661433666393284e-08,0.018793102,0.111572266,,,65.0,84.38817165,4.53556262,0.061680376529693604,-0.16546082496643066,937,,,,0.50286996,2.3924124,,32,3.0405996,-0.055781692,65536,66.61856007575989,65536,0.60411257,,20.15
,1.581804800305722e-08,0.006537373,0.07807617,,,65.0,91.23906219,3.706796950000001,0.07134795188903809,0.005241692066192627,1048,,,,0.48466963,1.2411155,,33,3.0498402,-0.013348522,67584,68.57251501083374,67584,0.25538915,,22.4
,1.597622848308779e-08,0.01313581,0.12021484,,,65.0,106.44628995,2.8203835600000002,0.07168823480606079,0.2096564769744873,804,,,,0.4758593,1.0174187,,34,3.042436,-0.03321242,69632,71.12010502815247,69632,0.16499676,,24.41
,1.613599076791867e-08,0.013535227,0.12827149,,,65.0,99.64388218999999,1.2293171399999998,0.09056437015533447,0.0487709641456604,970,,,,0.46011287,0.34911236,,35,3.0260758,-0.055292517,71680,73.23035192489624,71680,0.30789223,,25.45
,1.6297350675597856e-08,0.010118718,0.093847655,,,65.0,92.13244264,1.97276404,0.090506911277771,0.1352936029434204,1007,,,,0.44262475,0.29382336,,36,3.0063965,-0.03331423,73728,75.26265811920166,73728,0.32263073,,24.56
,1.6460324182353833e-08,0.004862254,0.053955078,,,65.0,81.0533819,2.930402059999999,0.08569908142089844,0.03576880693435669,1017,,,,0.43348426,0.4876074,,37,2.9874873,-0.0104848,75776,77.27585005760193,75776,0.13352838,,23.42
,1.6624927424177373e-08,0.00789981,0.07216797,,,65.0,97.42293268000002,5.020161280000001,0.04163634777069092,0.033366858959198,1053,,,,0.42808905,7.6546884,,38,2.9800165,-0.03230279,77824,79.21958494186401,77824,0.59072506,,22.96
,1.6791176698419145e-08,0.0061620884,0.072021484,,,65.0,100.82253332,6.47905442,0.08608222007751465,0.12161761522293091,828,,,,0.4197196,0.42496714,,39,2.9689472,-0.016432941,79872,81.69306182861328,79872,0.5575441,,22.97
,1.6959088465403336e-08,0.004682404,0.04863281,,,65.0,85.81677567000001,5.708045619999999,0.0990297794342041,0.13309794664382935,718,,,,0.415152,0.12824443,,40,2.9666905,-0.012612333,81920,84.54570078849792,81920,0.042010114,,20.3
,1.712867935005737e-08,0.014346233,0.101220705,,,65.0,92.93499799000001,7.335478800000001,0.0736008882522583,0.02277618646621704,875,,,,0.40760803,2.157751,,41,2.974564,-0.06535716,83968,86.88807892799377,83968,1.0226382,,22.82
,1.7299966143557945e-08,0.005697746,0.05698242,,,65.0,102.71131371999999,8.12225602,0.06913721561431885,0.0003917217254638672,885,,,,0.39384115,1.4945056,,42,2.9803376,-0.023234887,86016,89.20084404945374,86016,0.935583,,23.8
,1.7472965804993523e-08,0.0056467643,0.057910156,,,65.0,117.99216894000001,11.495015,0.08436697721481323,0.08086997270584106,758,,,,0.38807744,0.56117904,,43,2.9648445,-0.017328057,88064,91.90043902397156,88064,0.9840952,,25.84
,1.764769546304346e-08,0.014039842,0.16767578,,,65.0,107.98017413999997,12.286849739999997,0.05866122245788574,0.19710773229599,829,,,,0.38162926,3.3332093,,44,2.986036,-0.06037472,90112,94.36885690689087,90112,0.52437204,,24.73
,1.7824172417673895e-08,0.003555119,0.03569336,,,65.0,91.20790308,9.92280427,0.08547371625900269,0.07700228691101074,983,,,,0.36989158,0.5536613,,45,3.0248895,-0.022116989,92160,96.45137786865234,92160,0.8345892,,22.39
,1.8002414141850633e-08,0.005180287,0.050048828,,,65.0,99.61590140000003,8.211046120000002,0.09792077541351318,0.16325193643569946,910,,,,0.36583057,0.30293167,,46,3.034741,-0.019995078,94208,98.70048785209656,94208,0.33691838,,25.15
,1.818243828326914e-08,0.007701145,0.09428711,,,65.0,85.23720641,7.2232791999999995,0.08888918161392212,0.12656807899475098,1051,,,,0.3621326,0.38836452,,47,3.0544267,-0.010016306,96256,100.6491539478302,96256,0.7303685,,23.15
,1.8364262666101832e-08,0.004548765,0.04575195,,,65.0,92.00792076000003,8.13749705,0.07681483030319214,0.19222235679626465,998,,,,0.35904667,0.9185721,,48,3.0643702,-0.020315778,98304,102.7070939540863,98304,0.5516621,,23.82
,1.854790529276285e-08,0.008447584,0.105371095,,,65.0,91.77110023999998,7.018163950000001,0.09271442890167236,0.14154618978500366,950,,,,0.35387632,0.28765497,,49,3.0668755,-0.030166253,100352,104.86352205276489,100352,0.18436083,,23.82
,1.873338434569048e-08,0.0055081146,0.059765626,,,65.0,103.06319042000001,6.800366189999998,0.08717817068099976,0.18944931030273438,994,,,,0.34884238,0.69725245,,50,3.068388,-0.013508977,102400,106.92332601547241,102400,0.396106,,25.63
,1.8920718189147384e-08,0.028185824,0.105810545,,,65.0,120.40494518,8.935421160000002,0.08712142705917358,0.12308919429779053,905,,,,0.34177712,1.1942095,,51,3.0820909,-0.10412582,104448,109.18508291244507,104448,0.54709345,,26.71
,1.9109925371038858e-08,0.003636454,0.031591795,,,65.0,107.3944087,6.568771450000001,0.08429878950119019,0.15603554248809814,865,,,,0.32743317,0.5319663,,52,3.0795105,-0.035484627,106496,111.55251693725586,106496,0.35703987,,24.82
,1.9301024624749247e-08,0.005416059,0.06523438,,,65.0,106.51356681000001,5.583942729999999,0.08188897371292114,0.11623656749725342,1063,,,,0.3230998,0.7157023,,53,3.0735257,-0.017713347,108544,113.47937989234924,108544,0.41901064,,24.96
,1.949403487099674e-08,0.00328566,0.025634766,,,65.0,92.44868816,4.597035679999999,0.09444504976272583,0.11550784111022949,980,,,,0.32077175,0.24241629,,54,3.0617049,-0.0030452167,110592,115.57017803192139,110592,0.16815381,,24.52
,1.968897521970671e-08,0.004370737,0.048339844,,,65.0,94.38364523999999,3.0906771900000005,0.06996375322341919,-0.3870290517807007,887,,,,0.31989115,1.7388455,,55,3.0591283,-0.013825826,112640,117.87853503227234,112640,0.26620406,,23.4
,1.9885864971903775e-08,0.008268669,0.08530273,,,65.0,91.49076152000002,2.722157619999999,0.08289980888366699,0.03452169895172119,975,,,,0.3145081,1.0536871,,56,3.0525396,-0.051985227,114688,119.97745680809021,114688,0.3006094,,21.59
,2.0084723621622814e-08,0.00396222,0.046484374,,,65.0,90.11368677999997,4.2564287400000005,0.07546812295913696,0.1907784342765808,1076,,,,0.30842963,0.8883074,,57,3.031685,-0.0088554565,116736,121.87967586517334,116736,0.5103413,,22.09
,2.0285570857839042e-08,0.008247,0.067871094,,,65.0,76.0763863,4.298485250000001,0.08752530813217163,0.150759756565094,981,,,,0.30479175,0.36733595,,58,3.03637,-0.04738136,118784,123.96665596961975,118784,0.15111707,,21.1
,2.048842656641743e-08,0.0037492935,0.03276367,,,65.0,70.54425983,0.9319019300000009,0.09127587080001831,-0.23399686813354492,983,,,,0.29909244,0.30397534,,59,3.04736,-0.004880678,120832,126.04958891868591,120832,0.54216313,,20.55
,2.0693310832081606e-08,0.005008349,0.051611327,,,65.0,77.28630278000001,-2.38460943,0.07488882541656494,-0.19404220581054688,977,,,,0.29718953,1.5216744,,60,3.0601757,-0.030320829,122880,128.14578008651733,122880,0.30245376,,20.87
,2.090024394040242e-08,0.0046767956,0.047314454,,,65.0,78.61070328000001,-2.0034386900000003,0.0937914252281189,0.2092442512512207,994,,,,0.2929675,0.35042465,,61,3.070673,-0.015220411,124928,130.20596313476562,124928,0.08298157,,20.49
,2.1109246379806446e-08,0.0049114157,0.054541014,,,65.0,81.10300815999999,0.4884293900000008,0.09415769577026367,0.21150434017181396,1023,,,,0.2902145,0.2983668,,62,3.0705576,-0.016101051,126976,132.2081208229065,126976,0.089449525,,21.21
,2.1320338843604512e-08,0.0062718885,0.054296874,,,65.0,74.52729301,4.93345637,0.09040892124176025,0.13088178634643555,976,,,,0.28684884,0.43161416,,63,3.0757349,-0.04100629,129024,134.3053047657013,129024,0.5302599,,20.71
,2.153354223204056e-08,0.0045912536,0.04111328,,,65.0,61.445257170000005,6.454545740000001,0.0913127064704895,0.225475013256073,994,,,,0.28221896,0.28888273,,64,3.077875,-0.011393149,131072,136.36450695991516,131072,0.23302731,,18.97
,2.1748877654360966e-08,0.009853293,0.10986328,,,65.0,72.71593535999999,7.6700985600000005,0.08811581134796143,0.27535033226013184,1024,,,,0.27877423,0.5722779,,65,3.062924,-0.05445345,133120,138.36429286003113,133120,0.4172574,,20.82
,2.1966366430904577e-08,0.010386963,0.09804688,,,65.0,76.51469481000001,4.906183039999999,0.09582442045211792,0.3526120185852051,972,,,,0.2712173,0.27153027,,66,3.0461895,-0.07186094,135168,140.4714319705963,135168,0.20427296,,22.08
,2.2186030095213624e-08,0.006307494,0.07758789,,,65.0,72.18828252,8.46684208,0.09699636697769165,0.31273794174194336,1017,,,,0.2637366,0.19088855,,67,3.039374,-0.0069682,137216,142.48558378219604,137216,0.56760466,,21.19
,2.240789039616576e-08,0.0054747937,0.06035156,,,65.0,58.6316045,8.792181679999999,0.0902668833732605,0.3356049060821533,987,,,,0.26323718,0.21446188,,68,3.032186,-0.008772225,139264,144.55981707572937,139264,0.19096395,,17.67
,2.2631969300127418e-08,0.01240741,0.1137207,,,65.0,76.89427656000001,9.427259840000001,0.07504677772521973,-0.057314515113830566,962,,,,0.25885186,1.8846251,,69,3.0490012,-0.09181217,141312,146.68771195411682,141312,0.79839003,,18.96
,2.285828899312869e-08,0.01868168,0.16362305,,,65.0,96.10785233999997,8.910346850000002,0.0751919150352478,0.023277878761291504,953,,,,0.24700642,1.3118328,,70,3.0807202,-0.09779538,143360,148.83724403381348,143360,0.7469664,,21.4
,2.3086871883059977e-08,0.0052670063,0.059179686,,,65.0,102.43549378999998,7.916337220000002,0.0954093337059021,0.1260179877281189,1042,,,,0.23726079,0.3528882,,71,3.0874472,-0.030816525,145408,150.80146098136902,145408,0.1766457,,22.95
,2.3317740601890578e-08,0.0049055694,0.0609375,,,65.0,92.83245233000001,9.34991245,0.0910646915435791,0.3016425371170044,1006,,,,0.23549612,0.33146468,,72,3.0874743,-0.009042963,147456,152.8377070426941,147456,0.32348558,,24.12
,2.3550918007909485e-08,0.00646393,0.07495117,,,65.0,93.16081299000001,12.96565865,0.07238912582397461,0.3164106011390686,1013,,,,0.23462458,1.553129,,73,3.0837934,-0.024062555,149504,154.85918283462524,149504,0.86130744,,24.35
,2.378642718798858e-08,0.0046229875,0.04458008,,,65.0,92.95507487,14.76849957,0.0777091383934021,0.11882996559143066,1032,,,,0.23252663,1.2251667,,74,3.0713959,-0.010066427,151552,156.84322214126587,151552,0.16561984,,24.05
,2.4024291459868465e-08,0.007055166,0.07768555,,,65.0,108.02210638000001,15.971611850000002,0.08326727151870728,0.17412614822387695,1040,,,,0.23089623,1.1272054,,75,3.030167,-0.03075029,153600,158.81164813041687,153600,0.61104643,,25.51
,2.426453437446715e-08,0.006835596,0.076171875,,,65.0,108.99902096999999,14.675769789999999,0.08811622858047485,0.0756218433380127,1085,,,,0.22767267,0.5261958,,76,2.9833763,-0.06047075,155648,160.69865608215332,155648,0.71587944,,25.4
,2.4507179718211822e-08,0.009304837,0.09462891,,,65.0,96.38180162,10.78661193,0.09432625770568848,0.1508691906929016,1058,,,,0.2240284,0.34111723,,77,2.943006,-0.030492237,157696,162.6441240310669,157696,0.19390088,,24.5
,2.4752251515393942e-08,0.015240809,0.13134766,,,65.0,87.28854256999999,11.732298769999998,0.08129477500915527,0.18131738901138306,997,,,,0.21862671,0.50819325,,78,2.9176283,-0.10791783,159744,164.69876194000244,159744,0.6602491,,23.51
,2.4999774030547882e-08,0.020055557,0.18789062,,,65.0,92.36509329999998,7.594315459999998,0.08028227090835571,0.09281814098358154,962,,,,0.20998374,1.4258697,,79,2.9104543,-0.084110424,161792,166.82721590995789,161792,0.42311677,,22.12
,2.5249771770853363e-08,0.03434128,0.11352539,,,65.0,103.57410782000001,10.684621049999999,0.07253468036651611,0.35121601819992065,1039,,,,0.19978777,1.8475828,,80,2.9073834,-0.27356246,163840,168.7983009815216,163840,0.24918166,,23.23
,2.5502269488561896e-08,0.004073957,0.04018555,,,65.0,100.01670056,11.082811910000002,0.09201085567474365,0.30575984716415405,1112,,,,0.18858877,0.2654985,,81,2.8902993,-0.004750566,165888,170.64037680625916,165888,0.2998299,,23.31
,2.5757292183447515e-08,0.0046439976,0.052001953,,,65.0,84.05818977000001,11.695887449999997,0.08517998456954956,0.12372767925262451,1107,,,,0.18823698,0.4194972,,82,2.8741434,-0.014913479,167936,172.4896399974823,167936,0.38820156,,22.25
,2.6014865105281988e-08,0.006299317,0.06621094,,,65.0,81.92002741,9.951798949999999,0.08124315738677979,0.05617707967758179,1100,,,,0.18644111,0.9612484,,83,2.8708837,-0.04878658,169984,174.35190796852112,169984,0.31573927,,23.09
,2.627501375633481e-08,0.0056764265,0.068164065,,,65.0,77.52367217,6.509671370000001,0.09887254238128662,0.23545652627944946,1079,,,,0.18464099,0.29308122,,84,2.87754,0.0018425884,172032,176.24911499023438,172032,0.12810951,,21.8
,2.6537763893898158e-08,0.009274555,0.08779297,,,65.0,85.26104931,7.16913904,0.08111780881881714,0.13558077812194824,1082,,,,0.18435973,0.8833302,,85,2.8938632,-0.045301408,174080,178.14214396476746,174080,0.42616558,,22.32
,2.680314153283714e-08,0.013600746,0.1416504,,,65.0,83.49993476000002,11.90032467,0.08595335483551025,0.22869694232940674,1094,,,,0.18121469,0.5251986,,86,2.9024816,-0.068633266,176128,180.01365613937378,176128,0.52287066,,23.13
,2.707117294816551e-08,0.0060976213,0.072021484,,,65.0,79.95478148,10.40710065,0.09595674276351929,0.20613068342208862,1105,,,,0.17843801,0.20546103,,87,2.8815737,-0.011842711,178176,181.86688208580017,178176,0.12514827,,23.58
,2.7341884677647167e-08,0.006277483,0.067919925,,,65.0,78.82461715,12.09122421,0.08196556568145752,0.13039177656173706,1094,,,,0.17768554,0.576588,,88,2.865621,-0.04025965,180224,183.73913407325745,180224,1.1067684,,24.14
,2.7615303524423638e-08,0.0075948043,0.09233399,,,65.0,73.48205195999999,6.9307801000000016,0.08845621347427368,0.14548790454864502,1106,,,,0.17554499,0.38465613,,89,2.8544555,-0.034569867,182272,185.59035897254944,182272,0.12723462,,22.94
,2.7891456559667876e-08,0.005805325,0.06948242,,,65.0,68.4843631,7.987586619999999,0.09155130386352539,0.2701714038848877,1087,,,,0.17413743,0.26295692,,90,2.8396373,-0.0042518554,184320,187.47416305541992,184320,0.35258037,,21.99
,2.8170371125264555e-08,0.004036152,0.038720705,,,65.0,67.04217087,11.386190059999999,0.09673887491226196,0.21597176790237427,1093,,,,0.17324935,0.24534166,,91,2.8165827,-0.015004362,186368,189.34710788726807,186368,0.17106561,,21.88
,2.84520748365172e-08,0.004111114,0.036328126,,,65.0,67.07885242,14.29733692,0.07966077327728271,0.2465066909790039,1068,,,,0.17228073,0.6584664,,92,2.7937908,-0.012170003,188416,191.26450419425964,188416,0.59409726,,21.59
,2.8736595584882372e-08,0.007975625,0.0746582,,,65.0,97.28912263999999,18.760988839999996,0.07321685552597046,0.2604321241378784,1086,,,,0.17057444,2.9462306,,93,2.778065,-0.0882396,190464,193.1499960422516,190464,0.85500133,,22.62
,2.9023961540731196e-08,0.004801511,0.047851562,,,65.0,104.44538007999998,14.203595960000005,0.0825660228729248,-0.3348039388656616,1081,,,,0.16763076,0.85577905,,94,2.76362,-0.00999636,192512,195.04454708099365,192512,0.5729287,,22.37
,2.9314201156138508e-08,0.0086092185,0.08515625,,,65.0,103.65607064,14.27549544,0.086131751537323,0.29185324907302856,1108,,,,0.16567183,0.62780005,,95,2.7599947,-0.057722934,194560,196.89331007003784,194560,0.4794116,,21.01
,2.9607343167699893e-08,0.009946404,0.11582031,,,65.0,79.84615887999999,11.67675099,0.09337592124938965,0.30625420808792114,1086,,,,0.16251393,0.28481424,,96,2.751942,-0.03106837,196608,198.778648853302,196608,0.22556265,,20.29
,2.990341659937689e-08,0.0062910332,0.06992187,,,65.0,73.16875293000001,20.91686645,0.09618908166885376,0.2716848850250244,1096,,,,0.16128308,0.37718067,,97,2.7303994,-0.008887253,198656,200.64668083190918,198656,0.7179228,,20.53
,3.020245076537066e-08,0.0051106447,0.05341797,,,65.0,69.05997378999999,22.087820030000003,0.08672505617141724,0.31573498249053955,1096,,,,0.16084531,0.48776728,,98,2.7237897,-0.011832334,200704,202.51586890220642,200704,0.68179727,,20.45
,3.0504475273024364e-08,0.00552806,0.04848633,,,65.0,76.81954855000001,23.89873496,0.08427870273590088,0.05069977045059204,1096,,,,0.1589118,0.6896411,,99,2.7174602,-0.07506692,202752,204.38495898246765,202752,0.8109149,,20.98
,3.080952002575461e-08,0.012054843,0.121875,,,65.0,84.13960406999999,24.43215168,0.08871030807495117,0.21975177526474,1111,,,,0.15370391,0.78762466,,100,2.7002225,-0.12130992,204800,206.2280068397522,204800,1.2277151,,20.54
,3.1117615226012154e-08,0.006277333,0.06601562,,,65.0,100.01523421999998,25.715346020000002,0.07820665836334229,0.2513914704322815,1100,,,,0.14984825,1.8331267,,101,2.6993406,-0.074928,206848,208.08983993530273,206848,0.6683069,,21.28
,3.1428791378272274e-08,0.0062465174,0.069970705,,,65.0,121.87245976,23.56626836,0.07228368520736694,0.1749187707901001,1113,,,,0.1470503,3.6220639,,102,2.6932342,-0.081403166,208896,209.93030405044556,208896,0.36994463,,21.37
,3.1743079292055e-08,0.0059672836,0.06123047,,,65.0,124.57491565000002,17.054864220000002,0.09036397933959961,0.3042103052139282,1094,,,,0.14446902,0.5620655,,103,2.6665492,-0.063746,210944,211.80224204063416,210944,0.25700918,,22.29
,3.206051008497555e-08,0.005289685,0.0578125,,,65.0,116.48725624999999,15.147480560000002,0.09299558401107788,0.11045467853546143,1110,,,,0.14274812,1.1686916,,104,2.657349,-0.040850114,212992,213.64633989334106,212992,0.9843405,,21.81
,3.238111518582531e-08,0.013806857,0.10649414,,,65.0,103.0819642,15.10952239,0.09247660636901855,0.3007924556732178,1113,,,,0.1412887,0.32378095,,105,2.667069,-0.046529096,215040,215.48654103279114,215040,0.3399133,,21.51
,3.2704926337683565e-08,0.005221096,0.05214844,,,65.0,87.17722905000001,18.360413670000003,0.08746218681335449,0.1626703143119812,1105,,,,0.13881357,0.80097073,,106,2.6629086,-0.06438034,217088,217.34035110473633,217088,0.9426711,,20.47
,3.30319756010604e-08,0.0048579727,0.05214844,,,65.0,88.10126854,21.57296805,0.09712415933609009,0.2879810333251953,1092,,,,0.13711941,1.0235037,,107,2.6533215,-0.024347823,219136,219.21522903442383,219136,0.7030792,,20.0
,3.3362295357071e-08,0.007886614,0.101904295,,,65.0,112.03791473999998,18.27476049,0.07901686429977417,0.020894408226013184,1075,,,,0.1360393,1.3633705,,108,2.6419835,-0.050140847,221184,221.11992597579956,221184,0.7408841,,21.66
,3.3695918310641717e-08,0.010367954,0.13276367,,,65.0,115.13079949000002,21.67580043,0.0803675651550293,0.28233158588409424,1103,,,,0.13412634,1.1470217,,109,2.6353707,-0.036903538,223232,222.98725295066833,223232,0.60977656,,21.12
,3.403287749374813e-08,0.0053048437,0.05683594,,,65.0,108.06441358000001,21.85934346,0.09220778942108154,0.31970280408859253,1112,,,,0.13279125,0.8188604,,110,2.6381679,-0.0406075,225280,224.82945585250854,225280,0.4544331,,20.52
